vtd_geoid20,total_reg,g20201103_voted_all,g20201103_reg_all,g20201103_pct_voted_all,g20201103_voted_eur,g20201103_reg_eur,g20201103_pct_voted_eur,g20201103_voted_hisp,g20201103_reg_hisp,g20201103_pct_voted_hisp,g20201103_voted_aa,g20201103_reg_aa,g20201103_pct_voted_aa,g20201103_voted_esa,g20201103_reg_esa,g20201103_pct_voted_esa,g20201103_voted_oth,g20201103_reg_oth,g20201103_pct_voted_oth,g20201103_voted_unk,g20201103_reg_unk,g20201103_pct_voted_unk,p20200804_voted_all,p20200804_reg_all,p20200804_pct_voted_all,p20200804_voted_eur,p20200804_reg_eur,p20200804_pct_voted_eur,p20200804_voted_hisp,p20200804_reg_hisp,p20200804_pct_voted_hisp,p20200804_voted_aa,p20200804_reg_aa,p20200804_pct_voted_aa,p20200804_voted_esa,p20200804_reg_esa,p20200804_pct_voted_esa,p20200804_voted_oth,p20200804_reg_oth,p20200804_pct_voted_oth,p20200804_voted_unk,p20200804_reg_unk,p20200804_pct_voted_unk,r20200714_voted_all,r20200714_reg_all,r20200714_pct_voted_all,r20200714_voted_eur,r20200714_reg_eur,r20200714_pct_voted_eur,r20200714_voted_hisp,r20200714_reg_hisp,r20200714_pct_voted_hisp,r20200714_voted_aa,r20200714_reg_aa,r20200714_pct_voted_aa,r20200714_voted_esa,r20200714_reg_esa,r20200714_pct_voted_esa,r20200714_voted_oth,r20200714_reg_oth,r20200714_pct_voted_oth,r20200714_voted_unk,r20200714_reg_unk,r20200714_pct_voted_unk,s20200707_voted_all,s20200707_reg_all,s20200707_pct_voted_all,s20200707_voted_eur,s20200707_reg_eur,s20200707_pct_voted_eur,s20200707_voted_hisp,s20200707_reg_hisp,s20200707_pct_voted_hisp,s20200707_voted_aa,s20200707_reg_aa,s20200707_pct_voted_aa,s20200707_voted_esa,s20200707_reg_esa,s20200707_pct_voted_esa,s20200707_voted_oth,s20200707_reg_oth,s20200707_pct_voted_oth,s20200707_voted_unk,s20200707_reg_unk,s20200707_pct_voted_unk,r20200707_voted_all,r20200707_reg_all,r20200707_pct_voted_all,r20200707_voted_eur,r20200707_reg_eur,r20200707_pct_voted_eur,r20200707_voted_hisp,r20200707_reg_hisp,r20200707_pct_voted_hisp,r20200707_voted_aa,r20200707_reg_aa,r20200707_pct_voted_aa,r20200707_voted_esa,r20200707_reg_esa,r20200707_pct_voted_esa,r20200707_voted_oth,r20200707_reg_oth,r20200707_pct_voted_oth,r20200707_voted_unk,r20200707_reg_unk,r20200707_pct_voted_unk,r20200630_voted_all,r20200630_reg_all,r20200630_pct_voted_all,r20200630_voted_eur,r20200630_reg_eur,r20200630_pct_voted_eur,r20200630_voted_hisp,r20200630_reg_hisp,r20200630_pct_voted_hisp,r20200630_voted_aa,r20200630_reg_aa,r20200630_pct_voted_aa,r20200630_voted_esa,r20200630_reg_esa,r20200630_pct_voted_esa,r20200630_voted_oth,r20200630_reg_oth,r20200630_pct_voted_oth,r20200630_voted_unk,r20200630_reg_unk,r20200630_pct_voted_unk,s20200623_voted_all,s20200623_reg_all,s20200623_pct_voted_all,s20200623_voted_eur,s20200623_reg_eur,s20200623_pct_voted_eur,s20200623_voted_hisp,s20200623_reg_hisp,s20200623_pct_voted_hisp,s20200623_voted_aa,s20200623_reg_aa,s20200623_pct_voted_aa,s20200623_voted_esa,s20200623_reg_esa,s20200623_pct_voted_esa,s20200623_voted_oth,s20200623_reg_oth,s20200623_pct_voted_oth,s20200623_voted_unk,s20200623_reg_unk,s20200623_pct_voted_unk,pp20200310_voted_all,pp20200310_reg_all,pp20200310_pct_voted_all,pp20200310_voted_eur,pp20200310_reg_eur,pp20200310_pct_voted_eur,pp20200310_voted_hisp,pp20200310_reg_hisp,pp20200310_pct_voted_hisp,pp20200310_voted_aa,pp20200310_reg_aa,pp20200310_pct_voted_aa,pp20200310_voted_esa,pp20200310_reg_esa,pp20200310_pct_voted_esa,pp20200310_voted_oth,pp20200310_reg_oth,pp20200310_pct_voted_oth,pp20200310_voted_unk,pp20200310_reg_unk,pp20200310_pct_voted_unk,s20200204_voted_all,s20200204_reg_all,s20200204_pct_voted_all,s20200204_voted_eur,s20200204_reg_eur,s20200204_pct_voted_eur,s20200204_voted_hisp,s20200204_reg_hisp,s20200204_pct_voted_hisp,s20200204_voted_aa,s20200204_reg_aa,s20200204_pct_voted_aa,s20200204_voted_esa,s20200204_reg_esa,s20200204_pct_voted_esa,s20200204_voted_oth,s20200204_reg_oth,s20200204_pct_voted_oth,s20200204_voted_unk,s20200204_reg_unk,s20200204_pct_voted_unk,s20200121_voted_all,s20200121_reg_all,s20200121_pct_voted_all,s20200121_voted_eur,s20200121_reg_eur,s20200121_pct_voted_eur,s20200121_voted_hisp,s20200121_reg_hisp,s20200121_pct_voted_hisp,s20200121_voted_aa,s20200121_reg_aa,s20200121_pct_voted_aa,s20200121_voted_esa,s20200121_reg_esa,s20200121_pct_voted_esa,s20200121_voted_oth,s20200121_reg_oth,s20200121_pct_voted_oth,s20200121_voted_unk,s20200121_reg_unk,s20200121_pct_voted_unk
29097000026,1099,722,1083,0.66669999999999996,632,926,0.6825,20,53,0.37739999999999996,7,10,0.69999999999999996,5,11,0.45450000000000002,5,8,0.625,53,75,0.70669999999999999,246,1034,0.2379,225,887,0.25369999999999998,2,49,0.040800000000000003,3,8,0.375,3,11,0.2727,1,7,0.1429,12,72,0.16669999999999999,0,1031,0,0,884,0,0,49,0,0,8,0,0,11,0,0,7,0,0,72,0,0,1030,0,0,884,0,0,49,0,0,8,0,0,11,0,0,7,0,0,71,0,0,1030,0,0,884,0,0,49,0,0,8,0,0,11,0,0,7,0,0,71,0,0,1026,0,0,880,0,0,49,0,0,8,0,0,11,0,0,7,0,0,71,0,0,1025,0,0,879,0,0,49,0,0,8,0,0,11,0,0,7,0,0,71,0,201,1005,0.20000000000000001,182,860,0.21160000000000001,6,49,0.12239999999999999,1,8,0.125,2,11,0.18180000000000002,1,7,0.1429,9,70,0.12859999999999999,0,992,0,0,851,0,0,48,0,0,7,0,0,10,0,0,7,0,0,69,0,0,990,0,0,850,0,0,48,0,0,7,0,0,10,0,0,7,0,0,68,0
29099000045,831,675,827,0.81620000000000004,541,671,0.80629999999999991,10,11,0.90909999999999991,3,3,1,11,11,1,3,7,0.42859999999999998,107,124,0.8629,220,796,0.27639999999999998,186,646,0.28789999999999999,1,9,0.1111,0,2,0,2,11,0.18180000000000002,1,7,0.1429,30,121,0.24790000000000001,0,793,0,0,643,0,0,9,0,0,2,0,0,11,0,0,7,0,0,121,0,0,792,0,0,642,0,0,9,0,0,2,0,0,11,0,0,7,0,0,121,0,0,792,0,0,642,0,0,9,0,0,2,0,0,11,0,0,7,0,0,121,0,0,792,0,0,642,0,0,9,0,0,2,0,0,11,0,0,7,0,0,121,0,1,792,0.0013000000000000002,1,642,0.0016000000000000001,0,9,0,0,2,0,0,11,0,0,7,0,0,121,0,177,789,0.2243,152,641,0.23710000000000001,1,9,0.1111,1,2,0.5,1,11,0.090900000000000009,1,7,0.1429,21,119,0.17649999999999999,0,781,0,0,633,0,0,9,0,0,2,0,0,11,0,0,7,0,0,119,0,0,778,0,0,631,0,0,9,0,0,2,0,0,11,0,0,7,0,0,118,0
29115000008,924,627,922,0.67999999999999994,538,787,0.68359999999999999,11,19,0.57889999999999997,0,1,0,1,2,0.5,1,1,1,76,112,0.67859999999999998,214,893,0.23959999999999998,182,768,0.23700000000000002,3,19,0.15790000000000001,0,1,0,1,2,0.5,1,1,1,27,102,0.26469999999999999,0,889,0,0,765,0,0,19,0,0,1,0,0,2,0,0,1,0,0,101,0,0,889,0,0,765,0,0,19,0,0,1,0,0,2,0,0,1,0,0,101,0,0,889,0,0,765,0,0,19,0,0,1,0,0,2,0,0,1,0,0,101,0,0,884,0,0,762,0,0,19,0,0,1,0,0,2,0,0,1,0,0,99,0,0,883,0,0,761,0,0,19,0,0,1,0,0,2,0,0,1,0,0,99,0,195,875,0.22290000000000001,169,754,0.22410000000000002,6,18,0.33329999999999999,0,1,0,1,2,0.5,0,1,0,19,99,0.19190000000000002,0,870,0,0,751,0,0,18,0,0,1,0,0,2,0,0,1,0,0,97,0,0,870,0,0,751,0,0,18,0,0,1,0,0,2,0,0,1,0,0,97,0
29119000006,378,266,377,0.7056,239,341,0.70090000000000008,1,2,0.5,0,0,,1,2,0.5,0,1,0,25,31,0.80650000000000011,137,370,0.37030000000000002,122,334,0.36530000000000001,0,2,0,0,0,,0,2,0,0,1,0,15,31,0.48390000000000005,0,369,0,0,333,0,0,2,0,0,0,,0,2,0,0,1,0,0,31,0,0,369,0,0,333,0,0,2,0,0,0,,0,2,0,0,1,0,0,31,0,0,369,0,0,333,0,0,2,0,0,0,,0,2,0,0,1,0,0,31,0,0,369,0,0,333,0,0,2,0,0,0,,0,2,0,0,1,0,0,31,0,0,369,0,0,333,0,0,2,0,0,0,,0,2,0,0,1,0,0,31,0,68,367,0.18530000000000002,64,331,0.19339999999999999,0,2,0,0,0,,0,2,0,0,1,0,4,31,0.129,0,361,0,0,326,0,0,2,0,0,0,,0,2,0,0,1,0,0,30,0,0,359,0,0,324,0,0,2,0,0,0,,0,2,0,0,1,0,0,30,0
29119000012,692,488,688,0.70929999999999993,453,625,0.72479999999999989,10,22,0.45450000000000002,1,1,1,1,2,0.5,0,2,0,23,36,0.63890000000000002,249,659,0.37780000000000002,234,600,0.39000000000000001,4,19,0.21049999999999999,1,1,1,0,2,0,1,2,0.5,9,35,0.2571,0,658,0,0,599,0,0,19,0,0,1,0,0,2,0,0,2,0,0,35,0,0,657,0,0,598,0,0,19,0,0,1,0,0,2,0,0,2,0,0,35,0,0,657,0,0,598,0,0,19,0,0,1,0,0,2,0,0,2,0,0,35,0,0,657,0,0,598,0,0,19,0,0,1,0,0,2,0,0,2,0,0,35,0,0,657,0,0,598,0,0,19,0,0,1,0,0,2,0,0,2,0,0,35,0,128,651,0.1966,125,592,0.21109999999999998,1,19,0.052600000000000001,0,1,0,0,2,0,0,2,0,2,35,0.057099999999999998,0,647,0,0,589,0,0,18,0,0,1,0,0,2,0,0,2,0,0,35,0,0,643,0,0,586,0,0,18,0,0,1,0,0,2,0,0,2,0,0,34,0
29095000044,1488,1001,1481,0.67590000000000006,886,1291,0.68629999999999991,36,66,0.54549999999999998,8,14,0.57140000000000002,4,5,0.80000000000000004,10,18,0.55559999999999998,57,87,0.65520000000000012,396,1424,0.27810000000000001,353,1244,0.2838,16,62,0.25810000000000005,2,13,0.15379999999999999,1,5,0.20000000000000001,1,18,0.055600000000000004,23,82,0.28050000000000003,0,1415,0,0,1235,0,0,62,0,0,13,0,0,5,0,0,18,0,0,82,0,0,1411,0,0,1233,0,0,61,0,0,12,0,0,5,0,0,18,0,0,82,0,0,1411,0,0,1233,0,0,61,0,0,12,0,0,5,0,0,18,0,0,82,0,0,1407,0,0,1230,0,0,60,0,0,12,0,0,5,0,0,18,0,0,82,0,0,1406,0,0,1229,0,0,60,0,0,12,0,0,5,0,0,18,0,0,82,0,424,1398,0.30330000000000001,364,1221,0.29810000000000003,19,60,0.31669999999999998,4,12,0.33329999999999999,2,5,0.40000000000000002,4,18,0.22220000000000001,31,82,0.378,0,1379,0,0,1205,0,0,59,0,0,11,0,0,5,0,0,18,0,0,81,0,0,1375,0,0,1203,0,0,57,0,0,11,0,0,5,0,0,18,0,0,81,0
29095FO1609,232,183,231,0.79220000000000002,163,205,0.79510000000000003,2,2,1,0,1,0,1,1,1,0,1,0,17,21,0.80950000000000011,55,224,0.2455,48,199,0.2412,0,2,0,0,1,0,0,1,0,0,1,0,7,20,0.34999999999999998,0,224,0,0,199,0,0,2,0,0,1,0,0,1,0,0,1,0,0,20,0,0,222,0,0,197,0,0,2,0,0,1,0,0,1,0,0,1,0,0,20,0,0,222,0,0,197,0,0,2,0,0,1,0,0,1,0,0,1,0,0,20,0,0,222,0,0,197,0,0,2,0,0,1,0,0,1,0,0,1,0,0,20,0,0,222,0,0,197,0,0,2,0,0,1,0,0,1,0,0,1,0,0,20,0,52,222,0.23419999999999996,44,197,0.22339999999999999,0,2,0,0,1,0,0,1,0,0,1,0,8,20,0.40000000000000002,0,221,0,0,196,0,0,2,0,0,1,0,0,1,0,0,1,0,0,20,0,0,221,0,0,196,0,0,2,0,0,1,0,0,1,0,0,1,0,0,20,0
29155000014,275,156,274,0.56929999999999992,138,236,0.5847,5,14,0.35710000000000003,3,4,0.75,1,1,1,2,2,1,7,17,0.41180000000000005,26,263,0.098900000000000016,22,226,0.097300000000000011,0,13,0,0,4,0,0,1,0,2,2,1,2,17,0.1176,0,262,0,0,225,0,0,13,0,0,4,0,0,1,0,0,2,0,0,17,0,0,261,0,0,224,0,0,13,0,0,4,0,0,1,0,0,2,0,0,17,0,0,261,0,0,224,0,0,13,0,0,4,0,0,1,0,0,2,0,0,17,0,0,260,0,0,224,0,0,12,0,0,4,0,0,1,0,0,2,0,0,17,0,0,260,0,0,224,0,0,12,0,0,4,0,0,1,0,0,2,0,0,17,0,22,254,0.086599999999999996,17,220,0.077299999999999994,1,11,0.090900000000000009,2,4,0.5,0,1,0,1,2,0.5,1,16,0.0625,0,247,0,0,215,0,0,11,0,0,3,0,0,1,0,0,1,0,0,16,0,0,247,0,0,215,0,0,11,0,0,3,0,0,1,0,0,1,0,0,16,0
29095000419,521,287,521,0.55089999999999995,23,56,0.41070000000000001,8,15,0.5333,247,438,0.56390000000000007,2,2,1,1,2,0.5,6,8,0.75,116,503,0.2306,7,51,0.13730000000000001,4,13,0.30769999999999997,103,427,0.2412,0,2,0,0,2,0,2,8,0.25,0,501,0,0,51,0,0,13,0,0,425,0,0,2,0,0,2,0,0,8,0,0,501,0,0,51,0,0,13,0,0,425,0,0,2,0,0,2,0,0,8,0,0,501,0,0,51,0,0,13,0,0,425,0,0,2,0,0,2,0,0,8,0,0,499,0,0,51,0,0,13,0,0,423,0,0,2,0,0,2,0,0,8,0,0,499,0,0,51,0,0,13,0,0,423,0,0,2,0,0,2,0,0,8,0,122,496,0.246,3,49,0.061199999999999997,4,13,0.30769999999999997,111,422,0.26300000000000001,0,2,0,0,2,0,4,8,0.5,0,493,0,0,48,0,0,12,0,0,421,0,0,2,0,0,2,0,0,8,0,0,492,0,0,48,0,0,12,0,0,420,0,0,2,0,0,2,0,0,8,0
29095000622,1461,1155,1455,0.79379999999999995,997,1248,0.79889999999999994,34,50,0.67999999999999994,11,16,0.6875,11,14,0.78570000000000007,6,8,0.75,96,119,0.80669999999999997,394,1383,0.28489999999999999,338,1194,0.28310000000000002,13,42,0.3095,4,14,0.28570000000000001,2,13,0.15379999999999999,2,8,0.25,35,112,0.3125,0,1375,0,0,1187,0,0,41,0,0,14,0,0,13,0,0,8,0,0,112,0,0,1372,0,0,1185,0,0,41,0,0,13,0,0,13,0,0,8,0,0,112,0,0,1372,0,0,1185,0,0,41,0,0,13,0,0,13,0,0,8,0,0,112,0,0,1371,0,0,1184,0,0,41,0,0,13,0,0,13,0,0,8,0,0,112,0,0,1370,0,0,1183,0,0,41,0,0,13,0,0,13,0,0,8,0,0,112,0,300,1359,0.22080000000000002,257,1174,0.21890000000000001,9,39,0.23080000000000003,6,13,0.46150000000000002,0,13,0,1,8,0.125,27,112,0.24110000000000001,0,1348,0,0,1165,0,0,39,0,0,13,0,0,12,0,0,8,0,0,111,0,0,1346,0,0,1163,0,0,39,0,0,13,0,0,12,0,0,8,0,0,111,0
29077000008,467,337,465,0.72470000000000001,288,400,0.71999999999999997,14,17,0.8234999999999999,0,4,0,1,2,0.5,6,7,0.8571000000000002,28,35,0.80000000000000004,145,448,0.32369999999999999,127,386,0.32900000000000001,4,16,0.25,0,4,0,0,2,0,0,6,0,14,34,0.41180000000000005,0,446,0,0,384,0,0,16,0,0,4,0,0,2,0,0,6,0,0,34,0,0,444,0,0,382,0,0,16,0,0,4,0,0,2,0,0,6,0,0,34,0,0,444,0,0,382,0,0,16,0,0,4,0,0,2,0,0,6,0,0,34,0,0,443,0,0,381,0,0,16,0,0,4,0,0,2,0,0,6,0,0,34,0,0,443,0,0,381,0,0,16,0,0,4,0,0,2,0,0,6,0,0,34,0,145,438,0.33110000000000001,125,376,0.33239999999999992,5,16,0.3125,0,4,0,0,2,0,2,6,0.33329999999999999,13,34,0.38239999999999996,0,428,0,0,367,0,0,16,0,0,4,0,0,2,0,0,5,0,0,34,0,0,426,0,0,367,0,0,16,0,0,4,0,0,2,0,0,5,0,0,32,0
29095KC1010,251,191,250,0.76400000000000001,144,192,0.75,14,15,0.93330000000000002,6,9,0.66669999999999996,4,6,0.66669999999999996,2,3,0.66669999999999996,21,25,0.84000000000000008,85,241,0.35269999999999996,62,184,0.33700000000000002,6,15,0.40000000000000002,2,9,0.22220000000000001,1,6,0.16669999999999999,2,3,0.66669999999999996,12,24,0.5,0,240,0,0,184,0,0,15,0,0,9,0,0,6,0,0,3,0,0,23,0,0,240,0,0,184,0,0,15,0,0,9,0,0,6,0,0,3,0,0,23,0,0,240,0,0,184,0,0,15,0,0,9,0,0,6,0,0,3,0,0,23,0,0,240,0,0,184,0,0,15,0,0,9,0,0,6,0,0,3,0,0,23,0,0,239,0,0,184,0,0,15,0,0,9,0,0,6,0,0,3,0,0,22,0,85,236,0.36019999999999996,66,181,0.36459999999999998,7,15,0.4667,2,9,0.22220000000000001,1,6,0.16669999999999999,0,3,0,9,22,0.40910000000000002,0,234,0,0,180,0,0,14,0,0,9,0,0,6,0,0,3,0,0,22,0,0,234,0,0,180,0,0,14,0,0,9,0,0,6,0,0,3,0,0,22,0
29095KC1111,458,222,456,0.48680000000000001,106,193,0.54920000000000002,65,135,0.48149999999999993,23,50,0.45999999999999996,7,23,0.30430000000000001,5,21,0.23809999999999998,16,34,0.47060000000000002,68,424,0.16039999999999999,40,181,0.221,10,123,0.081299999999999997,8,49,0.16330000000000003,2,22,0.090900000000000009,2,17,0.1176,6,32,0.1875,0,421,0,0,180,0,0,121,0,0,49,0,0,22,0,0,17,0,0,32,0,0,419,0,0,180,0,0,119,0,0,49,0,0,22,0,0,17,0,0,32,0,0,419,0,0,180,0,0,119,0,0,49,0,0,22,0,0,17,0,0,32,0,0,416,0,0,179,0,0,119,0,0,48,0,0,22,0,0,16,0,0,32,0,0,416,0,0,179,0,0,119,0,0,48,0,0,22,0,0,16,0,0,32,0,76,414,0.18359999999999999,43,179,0.24020000000000002,20,119,0.16809999999999997,3,48,0.0625,4,22,0.18180000000000002,2,15,0.13330000000000003,4,31,0.129,0,409,0,0,176,0,0,118,0,0,48,0,0,22,0,0,15,0,0,30,0,0,409,0,0,176,0,0,118,0,0,48,0,0,22,0,0,15,0,0,30,0
29209003730,412,333,410,0.81220000000000003,300,368,0.81520000000000015,1,2,0.5,0,0,,1,1,1,6,7,0.8571000000000002,25,32,0.78129999999999999,134,393,0.34100000000000003,122,354,0.34460000000000002,1,2,0.5,0,0,,1,1,1,2,7,0.28570000000000001,8,29,0.27589999999999992,0,389,0,0,350,0,0,2,0,0,0,,0,1,0,0,7,0,0,29,0,0,389,0,0,350,0,0,2,0,0,0,,0,1,0,0,7,0,0,29,0,0,389,0,0,350,0,0,2,0,0,0,,0,1,0,0,7,0,0,29,0,0,389,0,0,350,0,0,2,0,0,0,,0,1,0,0,7,0,0,29,0,0,389,0,0,350,0,0,2,0,0,0,,0,1,0,0,7,0,0,29,0,72,387,0.186,67,348,0.1925,1,2,0.5,0,0,,0,1,0,1,7,0.1429,3,29,0.10340000000000001,0,385,0,0,347,0,0,2,0,0,0,,0,1,0,0,7,0,0,28,0,0,385,0,0,347,0,0,2,0,0,0,,0,1,0,0,7,0,0,28,0
29213000002,934,676,924,0.73160000000000003,584,785,0.74390000000000001,15,29,0.5172000000000001,3,7,0.42859999999999998,5,6,0.83330000000000004,9,11,0.81820000000000004,60,86,0.6977000000000001,271,884,0.30660000000000004,239,753,0.31740000000000002,3,23,0.13040000000000002,4,7,0.57140000000000002,3,6,0.5,2,11,0.18180000000000002,20,84,0.23809999999999998,0,876,0,0,746,0,0,23,0,0,7,0,0,6,0,0,11,0,0,83,0,0,876,0,0,746,0,0,23,0,0,7,0,0,6,0,0,11,0,0,83,0,0,876,0,0,746,0,0,23,0,0,7,0,0,6,0,0,11,0,0,83,0,0,872,0,0,743,0,0,23,0,0,7,0,0,6,0,0,11,0,0,82,0,0,871,0,0,742,0,0,23,0,0,7,0,0,6,0,0,11,0,0,82,0,170,860,0.19769999999999999,146,735,0.1986,4,23,0.1739,4,6,0.66669999999999996,1,6,0.16669999999999999,2,11,0.18180000000000002,13,79,0.16460000000000002,0,850,0,0,728,0,0,23,0,0,6,0,0,5,0,0,11,0,0,77,0,0,845,0,0,727,0,0,22,0,0,5,0,0,5,0,0,11,0,0,75,0
29001000010,1134,693,1125,0.61599999999999999,612,979,0.62509999999999999,9,18,0.5,9,13,0.69229999999999992,12,16,0.75,3,12,0.25,48,87,0.55170000000000008,284,1046,0.27149999999999996,260,918,0.28320000000000001,4,16,0.25,4,10,0.40000000000000002,3,15,0.20000000000000001,2,10,0.20000000000000001,11,77,0.1429,0,1028,0,0,902,0,0,16,0,0,10,0,0,14,0,0,10,0,0,76,0,0,1028,0,0,902,0,0,16,0,0,10,0,0,14,0,0,10,0,0,76,0,0,1028,0,0,902,0,0,16,0,0,10,0,0,14,0,0,10,0,0,76,0,0,1025,0,0,899,0,0,16,0,0,10,0,0,14,0,0,10,0,0,76,0,0,1023,0,0,898,0,0,16,0,0,10,0,0,13,0,0,10,0,0,76,0,233,1002,0.23250000000000001,212,882,0.2404,1,15,0.066700000000000009,3,10,0.29999999999999999,5,12,0.41669999999999996,0,9,0,12,74,0.16219999999999998,0,985,0,0,868,0,0,15,0,0,10,0,0,10,0,0,9,0,0,73,0,0,980,0,0,863,0,0,15,0,0,10,0,0,10,0,0,9,0,0,73,0
29095000190,301,147,299,0.49160000000000004,46,117,0.39319999999999999,72,125,0.57599999999999996,1,4,0.25,17,28,0.60709999999999997,3,4,0.75,8,21,0.38100000000000001,27,279,0.096799999999999997,14,108,0.12959999999999999,7,116,0.060299999999999999,0,4,0,5,26,0.1923,0,4,0,1,21,0.047599999999999996,0,276,0,0,108,0,0,113,0,0,4,0,0,26,0,0,4,0,0,21,0,0,275,0,0,108,0,0,112,0,0,4,0,0,26,0,0,4,0,0,21,0,0,275,0,0,108,0,0,112,0,0,4,0,0,26,0,0,4,0,0,21,0,0,273,0,0,107,0,0,112,0,0,4,0,0,25,0,0,4,0,0,21,0,0,271,0,0,107,0,0,111,0,0,4,0,0,25,0,0,4,0,0,20,0,48,269,0.1784,18,106,0.16980000000000001,22,111,0.19819999999999999,0,4,0,6,25,0.23999999999999999,0,4,0,2,19,0.10529999999999999,0,262,0,0,106,0,0,105,0,0,4,0,0,24,0,0,4,0,0,19,0,0,260,0,0,106,0,0,104,0,0,4,0,0,23,0,0,4,0,0,19,0
29095000285,550,296,549,0.53920000000000001,57,120,0.47499999999999998,6,14,0.42859999999999998,227,401,0.56609999999999994,0,1,0,1,3,0.33329999999999999,5,10,0.5,104,525,0.1981,18,117,0.15379999999999999,0,9,0,84,385,0.21820000000000001,0,1,0,1,3,0.33329999999999999,1,10,0.10000000000000001,0,521,0,0,115,0,0,9,0,0,383,0,0,1,0,0,3,0,0,10,0,0,519,0,0,114,0,0,9,0,0,382,0,0,1,0,0,3,0,0,10,0,0,519,0,0,114,0,0,9,0,0,382,0,0,1,0,0,3,0,0,10,0,0,518,0,0,114,0,0,9,0,0,381,0,0,1,0,0,3,0,0,10,0,0,518,0,0,114,0,0,9,0,0,381,0,0,1,0,0,3,0,0,10,0,106,516,0.20539999999999997,23,114,0.20179999999999998,0,9,0,82,379,0.21640000000000001,0,1,0,1,3,0.33329999999999999,0,10,0,0,513,0,0,114,0,0,9,0,0,376,0,0,1,0,0,3,0,0,10,0,0,513,0,0,114,0,0,9,0,0,376,0,0,1,0,0,3,0,0,10,0
29009000014,188,143,187,0.76470000000000005,128,165,0.77580000000000005,0,3,0,0,0,,1,1,1,0,1,0,14,17,0.8234999999999999,64,174,0.36780000000000002,59,153,0.38560000000000005,0,3,0,0,0,,0,1,0,0,1,0,5,16,0.3125,0,172,0,0,151,0,0,3,0,0,0,,0,1,0,0,1,0,0,16,0,0,172,0,0,151,0,0,3,0,0,0,,0,1,0,0,1,0,0,16,0,0,172,0,0,151,0,0,3,0,0,0,,0,1,0,0,1,0,0,16,0,0,172,0,0,151,0,0,3,0,0,0,,0,1,0,0,1,0,0,16,0,0,172,0,0,151,0,0,3,0,0,0,,0,1,0,0,1,0,0,16,0,31,168,0.1845,29,148,0.19590000000000002,0,3,0,0,0,,0,1,0,0,1,0,2,15,0.13330000000000003,0,167,0,0,147,0,0,3,0,0,0,,0,1,0,0,1,0,0,15,0,0,165,0,0,145,0,0,3,0,0,0,,0,1,0,0,1,0,0,15,0
29047000021,294,200,293,0.6826000000000001,158,233,0.67810000000000004,13,20,0.65000000000000002,6,8,0.75,1,2,0.5,2,3,0.66669999999999996,20,27,0.74070000000000014,82,279,0.29389999999999994,58,224,0.25889999999999996,5,16,0.3125,1,7,0.1429,1,2,0.5,2,3,0.66669999999999996,15,27,0.55559999999999998,0,276,0,0,222,0,0,15,0,0,7,0,0,2,0,0,3,0,0,27,0,0,274,0,0,220,0,0,15,0,0,7,0,0,2,0,0,3,0,0,27,0,0,274,0,0,220,0,0,15,0,0,7,0,0,2,0,0,3,0,0,27,0,0,274,0,0,220,0,0,15,0,0,7,0,0,2,0,0,3,0,0,27,0,0,274,0,0,220,0,0,15,0,0,7,0,0,2,0,0,3,0,0,27,0,84,272,0.30880000000000002,62,218,0.28439999999999999,6,15,0.40000000000000002,1,7,0.1429,0,2,0,2,3,0.66669999999999996,13,27,0.48149999999999993,0,269,0,0,215,0,0,15,0,0,7,0,0,2,0,0,3,0,0,27,0,0,268,0,0,214,0,0,15,0,0,7,0,0,2,0,0,3,0,0,27,0
29071000016,440,289,437,0.6613,255,392,0.65049999999999997,7,7,1,1,1,1,0,0,,3,3,1,23,34,0.6765000000000001,101,420,0.24050000000000002,89,378,0.2354,1,7,0.1429,0,1,0,0,0,,2,3,0.66669999999999996,9,31,0.2903,0,418,0,0,376,0,0,7,0,0,1,0,0,0,,0,3,0,0,31,0,0,418,0,0,376,0,0,7,0,0,1,0,0,0,,0,3,0,0,31,0,0,418,0,0,376,0,0,7,0,0,1,0,0,0,,0,3,0,0,31,0,0,418,0,0,376,0,0,7,0,0,1,0,0,0,,0,3,0,0,31,0,0,418,0,0,376,0,0,7,0,0,1,0,0,0,,0,3,0,0,31,0,79,417,0.18940000000000001,67,375,0.17869999999999997,3,7,0.42859999999999998,0,1,0,0,0,,2,3,0.66669999999999996,7,31,0.2258,0,417,0,0,375,0,0,7,0,0,1,0,0,0,,0,3,0,0,31,0,0,417,0,0,375,0,0,7,0,0,1,0,0,0,,0,3,0,0,31,0
29079000009,133,99,133,0.74439999999999995,93,127,0.73229999999999984,0,0,,0,0,,1,1,1,0,0,,5,5,1,59,131,0.45039999999999997,56,126,0.44440000000000002,0,0,,0,0,,0,1,0,0,0,,3,4,0.75,0,130,0,0,125,0,0,0,,0,0,,0,1,0,0,0,,0,4,0,0,130,0,0,125,0,0,0,,0,0,,0,1,0,0,0,,0,4,0,0,130,0,0,125,0,0,0,,0,0,,0,1,0,0,0,,0,4,0,0,130,0,0,125,0,0,0,,0,0,,0,1,0,0,0,,0,4,0,0,130,0,0,125,0,0,0,,0,0,,0,1,0,0,0,,0,4,0,35,130,0.26919999999999999,33,125,0.26399999999999996,0,0,,0,0,,0,1,0,0,0,,2,4,0.5,0,130,0,0,125,0,0,0,,0,0,,0,1,0,0,0,,0,4,0,0,130,0,0,125,0,0,0,,0,0,,0,1,0,0,0,,0,4,0
